Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Start_Date,Loan_Amount,Interest_Rate,Tenure_Months,Outstanding_Amount,Loan_Status
LOAN02011,CUST05693,BR022,Auto Loan,2020-10-30,656086.94,12.37,12,143002.38,Pending
LOAN02012,CUST07382,BR039,Personal Loan,2021-02-03,552211.04,9.12,180,326032.57,Defaulted
LOAN02013,CUST04234,BR029,Home Loan,2023-12-21,7054845.45,8.33,12,4663385.53,Active
LOAN02014,CUST04652,BR055,Auto Loan,2022-10-18,1109329.84,13.84,12,1001532.73,Active
LOAN02015,CUST00223,BR050,Business Loan,2021-12-08,4553791.77,13.2,180,439314.39,Pending
LOAN02016,CUST05479,BR060,Education Loan,2023-09-20,1279430.24,9.85,240,1137666.51,Closed
LOAN02017,CUST03863,BR007,Personal Loan,2024-05-18,133025.02,14.83,48,51129.77,Active
LOAN02018,CUST07420,BR029,Business Loan,2020-06-04,4888081.12,14.16,48,2761875.48,Defaulted
LOAN02019,CUST01284,BR008,Business Loan,2020-10-26,4928702.88,12.04,12,1667786.54,Closed
LOAN02020,CUST01254,BR053,Education Loan,2023-06-05,446020.39,10.76,240,73584.49,Active
LOAN02021,CUST03733,BR051,Business Loan,2021-10-08,4920814.05,12.52,48,2241279.02,Pending
LOAN02022,CUST05578,BR030,Home Loan,2024-09-03,6485182.55,12.38,48,4691983.48,Pending
LOAN02023,CUST06005,BR048,Personal Loan,2023-01-16,392263.57,12.7,180,184009.51,Defaulted
LOAN02024,CUST01261,BR027,Business Loan,2020-07-10,773041.4,8.41,84,102025.43,Active
LOAN02025,CUST05698,BR049,Business Loan,2020-07-23,4914188.93,11.76,48,3986624.4,Pending
LOAN02026,CUST05452,BR012,Home Loan,2024-04-13,1695275.66,9.98,36,1618656.49,Active
LOAN02027,CUST02850,BR028,Education Loan,2020-06-03,981662.61,13.19,24,891876.73,Defaulted
LOAN02028,CUST00382,BR036,Business Loan,2023-06-05,3299904.54,12.43,240,1368845.46,Defaulted
LOAN02029,CUST06068,BR003,Home Loan,2021-06-16,4650631.38,8.53,84,1435829.84,Defaulted
LOAN02030,CUST04183,BR001,Personal Loan,2025-03-26,605610.76,13.46,48,285588.45,Defaulted
LOAN02031,CUST02353,BR014,Home Loan,2021-07-26,4356309.18,7.58,60,2531069.52,Closed
LOAN02032,CUST00004,BR005,Auto Loan,2024-04-25,446069.39,12.56,240,59844.36,Active
LOAN02033,CUST07377,BR006,Business Loan,2022-12-21,2824782.24,9.82,48,809739.37,Closed
LOAN02034,CUST02578,BR046,Personal Loan,2023-02-08,61905.28,11.89,240,18437.8,Active
LOAN02035,CUST02840,BR058,Business Loan,2023-05-20,2828015.67,14.11,120,2555683.85,Closed
LOAN02036,CUST01686,BR041,Education Loan,2021-12-05,1322200.13,11.63,48,326493.79,Pending
LOAN02037,CUST06969,BR010,Auto Loan,2023-09-03,1677012.69,13.32,240,317578.97,Closed
LOAN02038,CUST04826,BR013,Personal Loan,2024-03-15,233800.67,9.81,120,225371.53,Active
LOAN02039,CUST03928,BR050,Personal Loan,2020-05-29,173759.59,8.56,240,9750.43,Pending
LOAN02040,CUST07716,BR050,Business Loan,2024-04-20,2299009.12,14.4,84,254962.88,Pending
LOAN02041,CUST07083,BR014,Education Loan,2024-01-30,181177.7,7.72,12,44599.37,Pending
LOAN02042,CUST02017,BR013,Home Loan,2022-06-13,2179658.76,9.53,120,1124569.8,Closed
LOAN02043,CUST01162,BR025,Home Loan,2025-04-30,3699202.19,12.76,240,1667985.84,Active
LOAN02044,CUST02639,BR002,Auto Loan,2024-02-08,1024895.16,15.42,240,826108.84,Defaulted
LOAN02045,CUST07898,BR009,Home Loan,2025-04-02,6128366.81,9.56,84,3945613.78,Closed
LOAN02046,CUST00445,BR006,Personal Loan,2023-01-20,278642.61,7.41,12,39042.36,Closed
LOAN02047,CUST06704,BR008,Education Loan,2023-02-20,1455871.58,10.31,36,1378958.15,Defaulted
LOAN02048,CUST04918,BR006,Auto Loan,2023-10-17,1533607.18,13.23,84,861806.66,Active
LOAN02049,CUST02114,BR027,Business Loan,2024-03-11,2039044.97,11.89,84,1297084.52,Active
LOAN02050,CUST03801,BR043,Auto Loan,2021-09-23,1458233.61,11.25,36,803058.81,Defaulted
LOAN02051,CUST03912,BR015,Home Loan,2022-08-23,3044385.09,12.63,120,1136995.68,Closed
LOAN02052,CUST00387,BR053,Home Loan,2025-03-20,3477244.29,13.78,36,1731483.05,Active
LOAN02053,CUST04577,BR028,Home Loan,2023-04-04,5055636.6,7.17,180,2741321.78,Closed
LOAN02054,CUST04657,BR042,Education Loan,2022-11-06,140192.95,10.94,36,56286.98,Pending
LOAN02055,CUST06845,BR007,Personal Loan,2023-08-06,392334.63,10.95,240,224054.52,Active
LOAN02056,CUST04056,BR011,Business Loan,2021-04-17,1190914.19,9.52,48,696823.68,Defaulted
LOAN02057,CUST03638,BR035,Education Loan,2023-04-09,1185782.2,7.93,60,438110.91,Active
LOAN02058,CUST04923,BR002,Personal Loan,2025-11-27,458796.0,14.68,12,46374.94,Active
LOAN02059,CUST04385,BR049,Personal Loan,2021-04-26,541593.98,14.81,60,166073.82,Closed
LOAN02060,CUST01219,BR036,Education Loan,2024-11-05,1096627.0,15.31,12,291254.96,Pending
LOAN02061,CUST01029,BR043,Auto Loan,2025-05-10,289605.14,8.37,36,59032.76,Pending
LOAN02062,CUST06872,BR056,Auto Loan,2025-11-29,1262774.89,14.11,12,1107234.46,Pending
LOAN02063,CUST05158,BR052,Education Loan,2023-11-13,203391.8,9.57,120,88709.79,Defaulted
LOAN02064,CUST05487,BR024,Auto Loan,2023-04-12,1152834.66,7.95,120,380992.74,Active
LOAN02065,CUST06679,BR020,Education Loan,2021-02-05,1188453.57,12.95,12,1116159.46,Active
LOAN02066,CUST01848,BR018,Personal Loan,2025-10-13,454989.64,7.64,120,27289.3,Pending
LOAN02067,CUST06732,BR048,Personal Loan,2021-04-12,581732.21,7.31,36,88441.55,Closed
LOAN02068,CUST00920,BR048,Home Loan,2021-05-13,4847970.11,15.0,36,844675.56,Active
LOAN02069,CUST01680,BR014,Education Loan,2023-03-13,1193278.59,12.4,60,473780.89,Pending
LOAN02070,CUST07738,BR045,Education Loan,2023-03-26,1385212.26,14.91,240,166099.11,Active
LOAN02071,CUST05751,BR037,Home Loan,2024-01-17,3696795.01,7.98,36,1240103.21,Closed
LOAN02072,CUST00752,BR031,Business Loan,2025-08-19,1276815.01,7.45,180,262218.92,Defaulted
LOAN02073,CUST01908,BR004,Personal Loan,2022-10-01,374882.9,8.6,120,269600.74,Active
LOAN02074,CUST01462,BR008,Auto Loan,2025-09-20,1887457.2,10.14,36,253648.01,Defaulted
LOAN02075,CUST03454,BR024,Auto Loan,2020-03-14,228366.03,8.02,120,162860.17,Defaulted
LOAN02076,CUST06749,BR019,Personal Loan,2023-07-22,157877.87,11.17,84,128340.5,Active
LOAN02077,CUST04877,BR053,Personal Loan,2024-01-21,271739.96,14.62,84,260936.97,Active
LOAN02078,CUST05484,BR017,Education Loan,2021-01-16,1043660.26,12.02,240,403357.68,Active
LOAN02079,CUST04784,BR005,Education Loan,2020-12-17,469321.61,12.01,12,455143.01,Active
LOAN02080,CUST05814,BR001,Education Loan,2023-12-14,254089.03,8.1,24,53286.84,Defaulted
LOAN02081,CUST03745,BR025,Personal Loan,2025-02-23,154571.15,9.07,84,29821.32,Active
LOAN02082,CUST03773,BR060,Business Loan,2025-02-22,4161440.56,13.45,84,1612650.73,Active
LOAN02083,CUST00031,BR039,Personal Loan,2024-09-28,474532.81,13.99,48,474014.45,Closed
LOAN02084,CUST03989,BR015,Auto Loan,2022-01-03,1593240.51,7.4,180,334503.68,Active
LOAN02085,CUST03745,BR044,Auto Loan,2022-03-30,1008713.94,8.48,36,551583.85,Closed
LOAN02086,CUST06362,BR015,Education Loan,2021-10-21,1184541.06,13.4,12,460574.38,Active
LOAN02087,CUST00523,BR049,Auto Loan,2022-05-02,974418.14,7.72,240,475592.06,Defaulted
LOAN02088,CUST05175,BR001,Personal Loan,2023-10-17,674352.59,9.19,12,280582.25,Pending
LOAN02089,CUST04345,BR042,Home Loan,2023-06-07,1779395.31,10.72,48,911407.48,Closed
LOAN02090,CUST03319,BR009,Business Loan,2021-06-01,3198208.74,11.23,240,2953464.83,Defaulted
LOAN02091,CUST01015,BR002,Business Loan,2021-07-16,3831339.38,12.56,240,2831548.47,Pending
LOAN02092,CUST06921,BR035,Business Loan,2025-11-16,3503015.78,13.09,24,1373620.71,Active
LOAN02093,CUST00406,BR021,Education Loan,2025-07-12,546725.31,14.43,180,100430.85,Pending
LOAN02094,CUST00668,BR022,Auto Loan,2021-01-28,440742.77,7.8,36,109310.29,Pending
LOAN02095,CUST01965,BR022,Personal Loan,2024-01-20,283992.41,8.7,48,135577.43,Active
LOAN02096,CUST06953,BR003,Personal Loan,2025-02-23,683770.98,10.96,48,518315.12,Closed
LOAN02097,CUST01338,BR013,Education Loan,2021-08-07,609739.04,14.14,240,228366.87,Pending
LOAN02098,CUST02748,BR009,Business Loan,2024-08-08,664975.71,7.06,120,366261.65,Active
LOAN02099,CUST07904,BR049,Business Loan,2020-01-17,2558272.81,13.61,60,1851648.96,Closed
LOAN02100,CUST06294,BR034,Personal Loan,2025-09-16,228085.79,11.44,240,171806.14,Pending
LOAN02101,CUST07828,BR045,Education Loan,2021-06-04,412417.52,14.79,36,86018.73,Pending
LOAN02102,CUST04737,BR009,Business Loan,2023-11-10,2982525.1,12.75,24,816615.47,Active
LOAN02103,CUST03632,BR048,Business Loan,2025-10-19,3375187.67,11.29,24,1956098.21,Closed
LOAN02104,CUST07534,BR020,Business Loan,2022-05-02,3065193.18,14.6,24,767322.89,Defaulted
LOAN02105,CUST07141,BR052,Education Loan,2024-02-17,1421600.01,15.08,12,987065.97,Defaulted
LOAN02106,CUST04559,BR023,Business Loan,2025-10-15,481646.09,14.06,240,293271.72,Pending
LOAN02107,CUST05868,BR026,Personal Loan,2021-09-09,687487.29,14.63,120,204528.68,Pending
LOAN02108,CUST01220,BR021,Education Loan,2021-08-21,330932.32,11.69,36,294612.83,Closed
LOAN02109,CUST00151,BR006,Education Loan,2024-09-24,988840.13,7.07,48,125594.86,Active
LOAN02110,CUST02664,BR051,Home Loan,2023-06-18,1762473.76,14.36,48,1314433.55,Closed
LOAN02111,CUST06645,BR035,Education Loan,2022-03-12,1334299.46,8.66,60,94861.3,Closed
LOAN02112,CUST06847,BR034,Auto Loan,2022-02-16,854511.03,10.63,60,710608.13,Defaulted
LOAN02113,CUST07405,BR022,Personal Loan,2020-02-04,683666.42,8.75,240,650963.91,Closed
LOAN02114,CUST05062,BR055,Personal Loan,2023-03-02,58337.68,12.41,36,54127.98,Defaulted
LOAN02115,CUST01516,BR018,Home Loan,2021-11-09,5792615.84,9.68,84,2979330.48,Pending
LOAN02116,CUST00839,BR018,Auto Loan,2024-03-30,1111487.15,13.68,180,1051374.97,Closed
LOAN02117,CUST06802,BR028,Auto Loan,2021-03-11,732663.52,15.34,60,277738.54,Pending
LOAN02118,CUST06397,BR018,Education Loan,2025-05-12,205967.47,8.39,180,16975.02,Pending
LOAN02119,CUST02360,BR024,Business Loan,2022-03-24,3439505.32,13.23,120,2058725.73,Defaulted
LOAN02120,CUST00479,BR059,Personal Loan,2021-02-01,448071.81,14.1,180,404959.33,Pending
LOAN02121,CUST00447,BR038,Education Loan,2020-03-05,1318273.45,10.62,240,489737.78,Pending
LOAN02122,CUST03597,BR003,Personal Loan,2020-10-11,674266.39,9.77,36,537447.52,Closed
LOAN02123,CUST01073,BR047,Education Loan,2024-08-22,1326271.24,14.27,180,1204331.04,Defaulted
LOAN02124,CUST04845,BR014,Personal Loan,2020-05-23,361591.83,7.54,24,54802.44,Pending
LOAN02125,CUST06363,BR032,Education Loan,2022-06-15,279816.38,12.72,36,110180.33,Active
LOAN02126,CUST02003,BR036,Auto Loan,2024-07-15,1976254.39,13.94,180,205459.33,Pending
LOAN02127,CUST04539,BR003,Education Loan,2020-05-14,424985.76,9.16,180,203407.28,Closed
LOAN02128,CUST01863,BR034,Auto Loan,2022-06-01,1416715.57,11.16,48,919022.67,Pending
LOAN02129,CUST02504,BR007,Education Loan,2025-08-17,1341803.67,8.72,36,943912.01,Closed
LOAN02130,CUST00597,BR038,Personal Loan,2020-03-23,604939.68,15.29,60,278017.86,Defaulted
LOAN02131,CUST02755,BR047,Personal Loan,2023-01-10,771454.62,7.89,84,140494.42,Pending
LOAN02132,CUST04124,BR050,Personal Loan,2023-12-15,647452.42,9.72,84,290768.86,Pending
LOAN02133,CUST05006,BR026,Personal Loan,2023-10-21,54928.53,11.93,84,35199.6,Pending
LOAN02134,CUST03537,BR058,Education Loan,2020-07-18,1197176.68,12.48,60,1183137.09,Active
LOAN02135,CUST02111,BR013,Personal Loan,2022-08-16,486315.08,12.87,24,170478.69,Defaulted
LOAN02136,CUST00757,BR002,Personal Loan,2024-03-07,145636.71,10.73,24,105750.03,Defaulted
LOAN02137,CUST02645,BR006,Education Loan,2024-04-07,1134902.81,7.86,12,137228.32,Closed
LOAN02138,CUST01110,BR020,Business Loan,2022-11-03,3778850.25,14.58,36,2381217.06,Closed
LOAN02139,CUST02145,BR001,Personal Loan,2023-08-21,768306.4,14.01,240,681006.7,Active
LOAN02140,CUST01429,BR034,Personal Loan,2025-05-02,519228.62,15.01,240,126290.0,Active
LOAN02141,CUST07309,BR047,Home Loan,2021-10-08,4147600.18,12.77,36,912079.28,Active
LOAN02142,CUST02664,BR046,Business Loan,2023-06-17,3872158.38,10.11,24,1558433.61,Defaulted
LOAN02143,CUST07818,BR002,Education Loan,2024-11-17,1092091.43,15.42,12,1028769.04,Defaulted
LOAN02144,CUST06048,BR018,Home Loan,2022-12-05,2887032.77,13.39,48,2045720.06,Active
LOAN02145,CUST02182,BR010,Home Loan,2024-01-08,7715849.6,13.82,48,3147704.5,Defaulted
LOAN02146,CUST02917,BR060,Auto Loan,2024-05-19,1391881.79,9.57,84,656422.59,Pending
LOAN02147,CUST07234,BR013,Business Loan,2021-02-18,2599981.88,10.59,240,2583444.77,Defaulted
LOAN02148,CUST06785,BR060,Education Loan,2025-05-24,466434.91,8.14,12,314296.18,Closed
LOAN02149,CUST03246,BR019,Personal Loan,2024-03-29,794297.54,10.75,84,458161.21,Pending
LOAN02150,CUST06320,BR013,Personal Loan,2023-02-18,166325.13,10.03,84,26628.96,Defaulted
LOAN02151,CUST00705,BR038,Education Loan,2021-07-10,1057487.26,7.9,180,714250.06,Closed
LOAN02152,CUST01471,BR024,Business Loan,2021-05-05,1859296.67,14.17,24,902223.6,Pending
LOAN02153,CUST06821,BR026,Education Loan,2025-06-13,1471985.64,12.92,84,943514.62,Closed
LOAN02154,CUST06000,BR008,Personal Loan,2022-03-25,568707.19,11.31,60,518399.6,Pending
LOAN02155,CUST02659,BR030,Education Loan,2025-03-28,316139.93,10.46,48,279667.21,Closed
LOAN02156,CUST00102,BR024,Personal Loan,2025-12-06,334467.43,11.01,60,46158.28,Defaulted
LOAN02157,CUST03521,BR031,Personal Loan,2021-07-18,442608.68,14.63,24,394721.79,Closed
LOAN02158,CUST07832,BR008,Education Loan,2024-06-24,730526.69,12.3,240,452776.99,Defaulted
LOAN02159,CUST03394,BR034,Home Loan,2023-10-04,6285047.07,10.87,36,4847036.11,Active
LOAN02160,CUST07064,BR004,Personal Loan,2025-02-10,494979.11,14.08,60,475190.47,Closed
LOAN02161,CUST00662,BR007,Education Loan,2022-11-18,1027403.06,10.33,240,1018924.89,Active
LOAN02162,CUST01125,BR054,Auto Loan,2023-08-15,431087.4,9.18,120,176466.22,Defaulted
LOAN02163,CUST06850,BR039,Business Loan,2024-07-08,1626926.7,10.45,48,276950.72,Pending
LOAN02164,CUST07110,BR060,Education Loan,2022-12-02,1155095.01,10.96,120,781892.55,Closed
LOAN02165,CUST07523,BR031,Personal Loan,2022-08-20,614553.19,13.85,12,529933.88,Active
LOAN02166,CUST05767,BR026,Home Loan,2020-06-30,7563384.26,13.75,180,7261457.68,Pending
LOAN02167,CUST00529,BR054,Business Loan,2024-04-15,4573729.31,13.96,60,3400605.45,Pending
LOAN02168,CUST01682,BR032,Business Loan,2025-07-30,1173684.92,8.84,120,221631.6,Closed
LOAN02169,CUST01639,BR035,Business Loan,2025-10-20,1537114.99,13.43,240,1100009.92,Pending
LOAN02170,CUST00333,BR026,Home Loan,2024-11-23,4047481.16,8.93,12,1737204.46,Active
LOAN02171,CUST07582,BR023,Personal Loan,2024-07-25,55908.07,11.51,60,52330.45,Active
LOAN02172,CUST00359,BR056,Business Loan,2024-03-08,4824090.89,13.68,120,4550593.28,Closed
LOAN02173,CUST06719,BR032,Home Loan,2022-09-11,2671187.48,10.27,12,2333787.09,Closed
LOAN02174,CUST00467,BR021,Auto Loan,2023-02-15,906512.06,14.72,240,135765.1,Active
LOAN02175,CUST02273,BR020,Home Loan,2020-06-03,7710362.47,14.5,84,414405.63,Active
LOAN02176,CUST07081,BR034,Home Loan,2022-08-26,3522875.11,9.34,36,1833557.48,Active
LOAN02177,CUST00402,BR040,Personal Loan,2021-07-11,623882.35,15.4,36,236673.12,Defaulted
LOAN02178,CUST00443,BR018,Personal Loan,2024-05-04,499845.43,13.17,240,288618.94,Active
LOAN02179,CUST00821,BR009,Personal Loan,2025-03-16,128353.21,10.4,240,107416.22,Active
LOAN02180,CUST02638,BR001,Business Loan,2022-04-17,1669411.93,7.93,36,287363.33,Defaulted
LOAN02181,CUST05861,BR042,Auto Loan,2023-09-12,1577877.91,9.98,12,206444.95,Active
LOAN02182,CUST06576,BR009,Education Loan,2025-05-04,1272310.83,8.62,120,704242.36,Defaulted
LOAN02183,CUST07323,BR026,Business Loan,2020-10-10,1603659.93,13.85,180,1207516.85,Defaulted
LOAN02184,CUST03052,BR056,Auto Loan,2023-07-11,585084.85,7.12,240,119708.38,Defaulted
LOAN02185,CUST00093,BR053,Personal Loan,2024-09-05,87046.01,10.7,48,66545.64,Active
LOAN02186,CUST06176,BR049,Education Loan,2025-12-24,963492.16,14.17,48,572163.39,Pending
LOAN02187,CUST03468,BR047,Education Loan,2022-10-07,1192935.68,8.76,36,775030.32,Pending
LOAN02188,CUST01236,BR052,Personal Loan,2020-04-02,789153.89,7.11,24,355957.84,Active
LOAN02189,CUST07916,BR004,Personal Loan,2025-03-31,121917.47,14.64,180,16125.95,Closed
LOAN02190,CUST00583,BR028,Business Loan,2021-11-16,3380893.06,13.77,60,2684491.74,Pending
LOAN02191,CUST01111,BR012,Education Loan,2020-04-06,448025.07,8.46,36,225038.91,Active
LOAN02192,CUST05860,BR048,Education Loan,2020-06-09,631462.74,8.59,120,519431.6,Active
LOAN02193,CUST04635,BR047,Personal Loan,2020-03-24,158820.03,14.27,240,34421.12,Pending
LOAN02194,CUST07579,BR030,Education Loan,2024-08-08,1153987.25,12.54,24,1102190.22,Defaulted
LOAN02195,CUST04158,BR001,Auto Loan,2024-08-01,1805922.18,10.38,48,1071937.14,Closed
LOAN02196,CUST07090,BR006,Home Loan,2020-11-08,1993169.07,11.71,84,788629.96,Closed
LOAN02197,CUST07820,BR005,Business Loan,2022-04-20,1540692.64,10.8,180,1020065.27,Active
LOAN02198,CUST07129,BR007,Auto Loan,2025-12-17,245575.52,10.54,240,78430.45,Pending
LOAN02199,CUST02615,BR002,Education Loan,2020-07-14,213373.61,8.14,120,187335.44,Defaulted
LOAN02200,CUST06808,BR013,Home Loan,2020-08-29,3745533.43,10.09,60,3302312.19,Pending
LOAN02201,CUST01587,BR033,Home Loan,2025-03-16,7567574.93,10.25,60,6179095.31,Closed
LOAN02202,CUST06580,BR007,Personal Loan,2020-05-14,714145.52,13.01,84,533417.96,Closed
LOAN02203,CUST01842,BR013,Auto Loan,2023-05-06,479006.61,12.52,240,449888.96,Pending
LOAN02204,CUST03540,BR043,Auto Loan,2024-10-18,941682.47,8.78,36,677134.97,Pending
LOAN02205,CUST03644,BR027,Education Loan,2022-03-26,370084.87,10.61,84,351860.64,Active
LOAN02206,CUST06656,BR046,Business Loan,2024-09-24,4559672.41,11.84,240,2565327.58,Pending
LOAN02207,CUST04959,BR024,Business Loan,2023-02-18,3284255.95,11.43,24,835160.94,Pending
LOAN02208,CUST06926,BR016,Business Loan,2020-02-05,582902.82,8.56,12,258950.29,Defaulted
LOAN02209,CUST03860,BR008,Personal Loan,2024-06-13,596220.86,7.55,60,429198.42,Closed
LOAN02210,CUST07771,BR042,Home Loan,2021-07-29,2894818.75,7.62,48,2718906.65,Closed
LOAN02211,CUST05356,BR020,Education Loan,2025-03-01,645041.91,13.31,12,489518.73,Active
LOAN02212,CUST01611,BR020,Personal Loan,2022-12-31,541497.68,11.38,240,27847.57,Closed
LOAN02213,CUST03776,BR003,Education Loan,2023-11-04,705645.18,15.14,24,40491.25,Closed
LOAN02214,CUST05043,BR020,Business Loan,2025-01-16,3287089.04,14.58,84,2302149.66,Closed
LOAN02215,CUST00566,BR050,Personal Loan,2025-03-14,718794.76,7.89,36,638630.6,Active
LOAN02216,CUST04965,BR033,Business Loan,2020-12-02,4589966.43,7.29,36,2634621.35,Defaulted
LOAN02217,CUST04014,BR038,Business Loan,2020-10-09,1866714.7,7.45,180,596689.0,Pending
LOAN02218,CUST04514,BR015,Home Loan,2022-04-11,3414018.11,13.9,84,2811629.59,Pending
LOAN02219,CUST05642,BR016,Personal Loan,2022-03-10,601206.07,9.07,36,302913.07,Pending
LOAN02220,CUST05035,BR025,Personal Loan,2020-11-09,105287.67,7.1,12,71969.06,Active
LOAN02221,CUST07640,BR009,Business Loan,2024-08-30,669264.43,7.29,84,337506.16,Defaulted
LOAN02222,CUST00775,BR027,Personal Loan,2021-10-28,466409.86,12.62,24,287295.44,Closed
LOAN02223,CUST01851,BR005,Personal Loan,2025-09-28,239592.03,11.36,60,189826.01,Closed
LOAN02224,CUST02750,BR006,Home Loan,2023-02-18,3786106.94,8.4,12,2623527.86,Pending
LOAN02225,CUST05045,BR022,Personal Loan,2023-04-02,195246.29,13.58,240,106504.92,Active
LOAN02226,CUST05849,BR049,Education Loan,2020-08-26,1304484.87,14.98,60,1268339.08,Active
LOAN02227,CUST01132,BR006,Home Loan,2024-01-17,2899408.62,14.76,180,2409099.17,Defaulted
LOAN02228,CUST06580,BR054,Auto Loan,2024-06-14,933780.64,11.43,12,221633.65,Pending
LOAN02229,CUST06446,BR042,Education Loan,2020-05-23,222300.18,13.88,240,113202.05,Defaulted
LOAN02230,CUST03311,BR055,Personal Loan,2022-06-17,274720.38,8.24,240,83658.95,Pending
LOAN02231,CUST06458,BR047,Auto Loan,2020-06-09,1558246.61,7.21,12,1468832.41,Defaulted
LOAN02232,CUST05904,BR060,Auto Loan,2022-03-06,990677.4,12.89,60,331455.19,Active
LOAN02233,CUST06616,BR020,Education Loan,2022-10-08,1472823.86,11.72,60,1419763.32,Active
LOAN02234,CUST06732,BR009,Education Loan,2024-10-06,211976.02,14.66,12,73462.18,Pending
LOAN02235,CUST07584,BR044,Business Loan,2023-10-13,1165072.51,8.17,84,929761.6,Active
LOAN02236,CUST07781,BR038,Business Loan,2024-07-14,1552085.14,12.4,48,1504793.63,Defaulted
LOAN02237,CUST03906,BR027,Personal Loan,2024-03-22,196217.01,8.97,240,49112.18,Pending
LOAN02238,CUST03060,BR009,Business Loan,2025-02-28,3237073.79,11.66,12,3075943.37,Active
LOAN02239,CUST01077,BR009,Home Loan,2021-09-27,2742774.51,13.15,24,1399709.52,Active
LOAN02240,CUST02525,BR017,Personal Loan,2025-04-17,469486.86,8.65,180,434947.62,Closed
LOAN02241,CUST03209,BR011,Business Loan,2025-09-11,515437.83,13.41,36,136389.21,Defaulted
LOAN02242,CUST00837,BR046,Education Loan,2023-10-14,643274.84,7.3,12,399307.39,Defaulted
LOAN02243,CUST03577,BR060,Personal Loan,2024-09-26,58765.14,11.41,120,46318.62,Active
LOAN02244,CUST07589,BR033,Business Loan,2025-05-05,4777837.83,12.06,48,4325854.75,Closed
LOAN02245,CUST00118,BR055,Auto Loan,2022-04-01,868837.7,14.59,12,310987.79,Defaulted
LOAN02246,CUST04868,BR041,Personal Loan,2024-11-23,363261.63,14.24,60,164961.25,Closed
LOAN02247,CUST04734,BR057,Personal Loan,2021-08-01,308235.94,7.52,84,267095.78,Closed
LOAN02248,CUST00277,BR058,Auto Loan,2025-03-31,854350.89,14.96,84,151455.45,Active
LOAN02249,CUST04663,BR001,Business Loan,2020-07-26,2697188.86,15.06,60,237456.25,Defaulted
LOAN02250,CUST00283,BR014,Home Loan,2022-09-15,7393693.19,15.32,12,1943669.15,Defaulted
LOAN02251,CUST05443,BR053,Education Loan,2023-11-14,538043.88,15.02,180,360303.5,Pending
LOAN02252,CUST07807,BR031,Education Loan,2020-09-27,437089.55,14.77,180,29802.73,Closed
LOAN02253,CUST00540,BR038,Home Loan,2023-02-21,4170795.7,11.05,240,2114061.49,Active
LOAN02254,CUST04356,BR014,Education Loan,2023-09-17,783374.33,13.69,12,483580.7,Active
LOAN02255,CUST01957,BR052,Auto Loan,2025-03-20,924394.39,10.94,48,827058.9,Defaulted
LOAN02256,CUST07774,BR011,Auto Loan,2022-03-09,1753543.61,12.31,12,566160.17,Active
LOAN02257,CUST03867,BR015,Home Loan,2021-01-14,3331340.08,10.08,60,758198.61,Pending
LOAN02258,CUST02871,BR024,Personal Loan,2020-02-18,624360.61,8.86,36,546313.46,Defaulted
